run_id,family,run_path,description,method_recorded,trainer,dataset,partition,seed,rank,precision,known_protocol,normal_training,extra_training,loss,aggregation,status,first_round,last_round,observed_rounds,raw_metric_rows,duplicate_round_conflicts,window_start,window_end,last20_overall,last20_head20,last20_middle60,last20_tail,last20_nontail,last20_many_gt100,last20_medium20to100,last20_few_lt20,final_overall,final_tail,tail_peak,tail_peak_round,tail_peak_to_last,initial_tail,num_classes,num_clients,global_count_hash,client_count_hash,global_lt_fingerprint,tail_carriers,client_min,client_max,manifest_sha256,per_class_files,metric_comparisons,incomplete_per_class_files,incomplete_per_class_examples,max_recomputation_error,recomputation_status,normal_optimizer_steps,extra_optimizer_steps,total_local_optimizer_steps,functional_correction_steps,elapsed_seconds,notes,curve_source,completion_source,config_scalars,metrics_sha256,curve_fingerprint,duplicate_curve_group,preferred_result_path,curve_copy_role
R6610f5fba,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.1_rho=3.0_IF=0.01_localE=3_seed=2026,,PromptFL,PromptFL,Cifar100_LT,client-longtail,2026,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,59.66,19.35,24.9,21,5.549999999999997,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.049999952316284,31.0,1088.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.1_rho=3.0_IF=0.01_localE=3_seed=2026/round_metrics.csv,,{},fa8b50f663937c6369aa86c25d23a171bbcad305ec8bb4b956f933742071fccc,d00f8e42a35f27bd20cebbc53183ac82b4cbf10b4e01bb1ff1e7b5d29e425526,Dd00f8e42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.1_rho=3.0_IF=0.01_localE=3_seed=2026,曲线相同的副本候选
R193f97cb2,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.1_rho=3.0_IF=0.01_localE=3_seed=42,,PromptFL,PromptFL,Cifar100_LT,client-longtail,42,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,61.24,23.05,25.1,96,2.0500000000000007,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,2.8499999046325684,39.0,962.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.1_rho=3.0_IF=0.01_localE=3_seed=42/round_metrics.csv,,{},ccd55e2a641a3d16044049c2c88f2c0d3254a6f8264dfa47387d386e7372cade,844dc6a42c248865733909c75faf80e31b3afd79e45315da2d1e9d8b92b12dec,D844dc6a4,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.1_rho=3.0_IF=0.01_localE=3_seed=42,曲线相同的副本候选
R8af39ce66,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=1,,PromptFL,PromptFL,Cifar100_LT,client-longtail,1,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.06,20.05,22.85,21,2.8000000000000007,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.5,35.0,632.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=1/round_metrics.csv,,{},18d9e50203c386928109ad6ead3b1c0523ffdf6c653fb70e4c821f4414d4299d,d90d2ddeba8e1bfa03dffc96f030b486ee093ce28309b5224f0bed856c707456,Dd90d2dde,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=1,曲线相同的副本候选
Rfff91e5b9,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=2026,,PromptFL,PromptFL,Cifar100_LT,client-longtail,2026,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.5,19.3,22.15,26,2.849999999999998,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.1500000953674316,38.0,559.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=2026/round_metrics.csv,,{},7b8bb0e20b6945c845aafe9bbcfc181870bdd69a0e003980787dbb75297e280f,cda2911ba1cc9ec9b1d7bdedaa06e34e74d9691cca14e7324e871c00db921e7f,Dcda2911b,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=2026,曲线相同的副本候选
Rb57091eec,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=42,,PromptFL,PromptFL,Cifar100_LT,client-longtail,42,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,61.16,21.55,23.2,46,1.6499999999999986,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.25,40.0,597.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=42/round_metrics.csv,,{},08152f5b6ed633fe488f7bb66ae1ae33af16a763972bacb7e54f72e5cb3ef205,18a298e25f5fb3f880b61090a80ef816a795535f49417fe0948722cfe7be7c4d,D18a298e2,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.25_rho=3.0_IF=0.01_localE=3_seed=42,曲线相同的副本候选
Rd4029ca45,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=1,,PromptFL,PromptFL,Cifar100_LT,client-longtail,1,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.58,17.5,21.4,26,3.8999999999999986,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,4.050000190734863,38.0,587.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=1/round_metrics.csv,,{},055ebf681b3a2e26adb9aa20047f3b9d4eb9aa850e73953aad55d21fa1baf239,71613aacda62c611a226896e328e4f45549814a4735d6a7d2da173028d333bd9,D71613aac,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=1,曲线相同的副本候选
Rfafbf466e,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=2026,,PromptFL,PromptFL,Cifar100_LT,client-longtail,2026,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.05,17.85,19.65,26,1.7999999999999972,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.8499999046325684,37.0,717.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=2026/round_metrics.csv,,{},ec4146341b16cd00f42d90997a5351ccd2c7a5579b5d11e282d41a77d2249607,2816c9cd14382e90843dad3d1e8d39a38e0a5fc039ca3f7522cd700af29e9d6c,D2816c9cd,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=2026,曲线相同的副本候选
R39a2b1872,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=42,,PromptFL,PromptFL,Cifar100_LT,client-longtail,42,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.86,19.25,20.0,16,0.75,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.6500000953674316,39.0,638.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=42/round_metrics.csv,,{},e3d97f194b7f052a77506944799ef368811735eab122ce1a94206a5b90485b11,7b6908e2c850cc251145e74d632d9a89b4b2b5f53664a9196bbca93cb2dcb573,D7b6908e2,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=42,曲线相同的副本候选
R9b641345f,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=1,,PromptFL,PromptFL,Cifar100_LT,client-longtail,1,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.58,18.35,19.25,76,0.8999999999999986,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.75,36.0,550.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=1/round_metrics.csv,,{},9bc495680f07a1dcc861e15eefd48b94d01f784d7a2faa09ee398aeadcdcc873,f0bdf120fac92c454167c6e94da9131aa8124457259d218d57eadf4ab76bad80,Df0bdf120,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=1,曲线相同的副本候选
Rbcce62c18,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=2026,,PromptFL,PromptFL,Cifar100_LT,client-longtail,2026,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.01,16.85,18.6,51,1.75,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.9000000953674316,38.0,527.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=2026/round_metrics.csv,,{},2f7130e6291be01cfda7dea0209e8f7abc4537759a381e416c40c00be7572c3c,c47cdebe125196b3fd996906ff7867df9129932f1fa434c64545837dbafc5440,Dc47cdebe,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=2026,曲线相同的副本候选
R2b2f21851,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=42,,PromptFL,PromptFL,Cifar100_LT,client-longtail,42,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,59.78,16.5,20.7,31,4.199999999999999,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,4.050000190734863,37.0,505.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=42/round_metrics.csv,,{},526800966a690c40dd9a7c76e77a87945203f390e3012845248dd36f23c61392,846f4ff6c3255281060cc797ee4526e7ae6030e083e11403dfb4270e684c3958,D846f4ff6,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=42,曲线相同的副本候选
R3f29d55e9,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=1,,PromptFL,PromptFL,Cifar100_LT,client-longtail,1,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.67,18.55,20.4,31,1.8499999999999979,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,4.099999904632568,34.0,489.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=1/round_metrics.csv,,{},4b0f6e25df9303c2f4e41d55509cc809502df69b97c5991353e53a9631f43dc4,228d8e8c935414050efa940a5b1e3242ba8cd25c704fe107068c8cafcb84eaa3,D228d8e8c,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=1,曲线相同的副本候选
R153af8dec,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=2026,,PromptFL,PromptFL,Cifar100_LT,client-longtail,2026,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.55,18.1,19.7,36,1.5999999999999979,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,4.099999904632568,31.0,597.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=2026/round_metrics.csv,,{},66877d44ba3bab0c1f13986d09472e605df12274e78b5abeafe8f391743e14bb,0896118cdc6e0f87c9d3837b4b6ba40ac39e5f295020d51262ee8440c32f73ac,D0896118c,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=2026,曲线相同的副本候选
Ra75482398,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=42,,PromptFL,PromptFL,Cifar100_LT,client-longtail,42,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,60.82,16.9,18.55,26,1.6500000000000021,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,4.300000190734863,37.0,552.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=42/round_metrics.csv,,{},48ce6740a689db7e149691e609573f48388f1e869e04df2128ec87715c3cdece,571eda4b682e609c428bbaa2157413b08bd2b8b5d6409977d8ffbd3530616a15,D571eda4b,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=42,曲线相同的副本候选
Rc6ad1a5a3,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=1,,PromptFL,PromptFL,Cifar100_LT,noniid-labeldir-fine,1,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,64.24,38.95,42.3,16,3.3499999999999943,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,4.199999809265137,109.0,881.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=1/round_metrics.csv,,{},274d032a400df3a769d136655d593861c0d5ad376dd28ccf8b043b2f412926dd,f2e9b372d7a811f420b7cba5418e35eb24c5df810cb41b8523ed2c6ed977bddf,Df2e9b372,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=1,曲线相同的副本候选
R5682b5c0b,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=2026,,PromptFL,PromptFL,Cifar100_LT,noniid-labeldir-fine,2026,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,64.04,39.75,41.85,41,2.1000000000000014,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,4.0,132.0,781.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=2026/round_metrics.csv,,{},44ac30331de71042f328a8db6cd79efc35b8293ad1388de4c03558265ef80878,c60dc8d588daca3d1f9c02bf482420fbdb3ac63a166336ba68576ca3e16a974c,Dc60dc8d5,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=2026,曲线相同的副本候选
R8f76f5155,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=42,,PromptFL,PromptFL,Cifar100_LT,noniid-labeldir-fine,42,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,62.55,35.05,38.65,36,3.6000000000000014,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,3.700000047683716,106.0,792.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=42/round_metrics.csv,,{},93b19f28c0f8ffcff805f53c714a7172f9079755e2dcedfa9c352a3a166bd500,930b75fdb87399558c06cded2b53f2c0273e4dc38cdcbb2cebff484d6eb15b50,D930b75fd,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=42,曲线相同的副本候选
Ra1794f8bf,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=1,,PromptFL,PromptFL,Cifar100_LT,noniid-labeldir-fine,1,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,64.46,38.05,39.95,66,1.9000000000000057,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,4.599999904632568,189.0,632.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=1/round_metrics.csv,,{},536802cdc26da4e813ec988a0ffbf2db2b274df7d286ae385c16d748f6862fe8,c4626fb87deaeb972f498a53c639f92fd1b36710e339c861ec5cc181fa5e079a,Dc4626fb8,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=1,曲线相同的副本候选
R761f4a54b,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=2026,,PromptFL,PromptFL,Cifar100_LT,noniid-labeldir-fine,2026,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,65.17,38.95,40.3,26,1.3499999999999943,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,5.150000095367432,221.0,568.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=2026/round_metrics.csv,,{},277e7b4ddecef688b52d36cc2028b054b42806c966a159bf573cfd0f3915be57,bfc53ae28b83b7cfacdfa9e9da3a87dec54b6fda1e1d595b1187a845857d6135,Dbfc53ae2,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=2026,曲线相同的副本候选
R4c98d30f5,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=42,,PromptFL,PromptFL,Cifar100_LT,noniid-labeldir-fine,42,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,64.6,39.3,41.2,56,1.9000000000000057,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,5.400000095367432,199.0,549.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=42/round_metrics.csv,,{},13b1719a5a02b47e7cbf4807ccdefe01ca1691687d1cbd61f3b4405b3f4345c3,81eae109cbc7c2981c900878e3b1b749dec352c59e009d1368d001762fd28dd8,D81eae109,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=42,曲线相同的副本候选
R1d17d759f,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=1,,PromptFL,PromptFL,Cifar100_LT,noniid-labeldir-fine,1,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,64.55,37.25,39.6,56,2.3500000000000014,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,5.650000095367432,267.0,506.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=1/round_metrics.csv,,{},f60ed5d7310f23fbebb7cdf9f61199788c049a2a22ba5047b26851f24c8de7f2,d3dc83f9e549b59566b62487ef2269c5c4bf93f77779135f996c3d1914162423,Dd3dc83f9,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=1,曲线相同的副本候选
R964fe46fd,cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026,,PromptFL,PromptFL,Cifar100_LT,noniid-labeldir-fine,2026,,,,,,,,已记录到第100轮或以后,1,100,21,21,,,,,,,,,,,,64.04,36.85,39.75,91,2.8999999999999986,,100,30,dccc4466cfc50d3fc557d32a0d1bb8a7adc9e81ac6b171e47446dfaadfa985ef,,,5.699999809265137,251.0,563.0,,21,63,0,[],0.0,逐类核对通过,,,,,,,output/cifar100_LT/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026/round_metrics.csv,,{},bd424eefb3e6c4852d22cf164f01476160f0d19f642bd19ab8d8156a76ae91db,803df476d99266fd736a0d5892d89ae8b456fd8f1a7c7a693b0ea69ccf52cc19,D803df476,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026,曲线相同的副本候选
